vendor,price,cat1,cat2,cat3,title
hollanpetters,0.125385,Other products,Self-defence,Guns and ammo,'Cobray Street Sweeper'
amsterdaminc,0.002714,Drugs,Psychedelics,2C-x,'2-CB Pills 20 MG, 10 Pills FE'
expressdude,0.128051,Drugs,Psychedelics,LSD,'500 x 150-200ug High Quality LSD happy trippin'
wooody,0.003026,,Other products,Services,'FULL PORN PACKAGE SPECIAL OFFER - [LIFETIME PORN PREMIUM ACCOUNT]'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Improvised Weapons of the American Underground'
gommaroc1,0.007407,Drugs,Cannabis,Hash,'AK-47 5g hasj rett fra ketama ++'
dreamdoc,0.095522,Other products,Services,Money,'Super Best Quality counterfeit Notes 60x$50= $3000 Promotion!!'
citra-world,0.040016,Drugs,Cannabis,Synthetics,'100 Gram Herbal Blends'
md,0.292213,Other products,Services,Money,'SWIFT BANK TRANSFER - $10000 - SEMI-CLEAN '
fakeid,0.085138,Drugs,Empathogens,MDMA,'German passport'
uncut_and_cheap,0.002721,Drugs,Pharmacy,Pain,'★★★★★Percocet - 5mg/ 325 - (1 Tablet ) #54 543★★★★★'
mr-nice,0.00321,Drugs,Pharmacy,Erectile dysfunction,'4 kpl SILDENAFIL 100 Mg   HUOM   KATSO MUN SIVU ENSI'
harrispowell,0.036571,Drugs,Pharmacy,Benzos,'Adderall XR 30mg  (200 capsule )'
kerets,0.020008,Drugs,Psychedelics,LSD,'LSD 200µg x 25 Trips - Pure Crystal 99.5%'
qzfwrty,0.032099,Drugs,Empathogens,MDMA,'MDMA 20G 84% Pure Crystal Best World Quality '
wigglygene,0.030877,,Drugs,Cannabis,'2oz Lemon Haze Greenhouse AAA+ 56g'
hollanpetters,0.042943,Other products,Self-defence,Guns and ammo,'Glock Model 19 - 9mm - Gen 4 - Battle Field Green Frame/Black Sli'
harrispowell,0.062692,Drugs,Pharmacy,Pain,'Ambien (zolpidem) Generic 10 MG 500 Pills'
nextgeneration,0.002714,Drugs,Cannabis,Weed,'Exclusive Blue Cheese AAA+++ 2g FREE UK NDD'
dreamdoc,0.118111,Other products,Services,Money,'Super Best Quality counterfeit Notes 40x$100= $4000 Promotion!!'
kushmasters,0.033396,Drugs,Cannabis,Weed,'Best Quality Zombie Kush 50gr'
hammerhome-123,0.012947,Drugs,Cannabis,Hash,'28 Gram Dark Morrocan Hash old school Rocky'
hollanpetters,0.051286,Other products,Self-defence,Guns and ammo,'Glock 17 w Silencer'
dopeplanet,0.019516,Drugs,Opiates,Fentanyl,'1 gr.   Pure Butyr Fentanyl'
ganja-base,0.084106,Drugs,Psychedelics,LSD,'200 x 200 ug LSD Hofmann (Needlepoint)'
darkseid,0.405177,Other products,Self-defence,Guns and ammo,'AK 47 Full automatic'
appleinc,0.012523,Other products,Services,Money,'5 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
star-drugs,0.645675,Drugs,Cannabis,Weed,'1000 gr. Sour Diesel Indoor Sativa AAA+'
var462,0.038765,Other products,Classifieds,Replicas,'AUTHENTIC ADIDAS YEEZY BOOST 350 V2 – BELUGA'
thevedor,0.050031,Drugs,Empathogens,MDMA,'56g MDMA /Dutch import/'
a-team,0.002565,Drugs,Pharmacy,Muscle relaxants,'Sirdalud 4mg, 10kpl = 1 lätkä'
thewizard,8.77,Drugs,Opiates,Buprenorphine,'Custom listing for sa******c (440)'
yeticoolers,0.001539,,Other products,Digital items,'NBA League Pass [LIFETIME + FREEBIES]'
bookface,0.002479,Drugs,Stimulants,Amphetamine,'0.5G Amphetamine Powder A.K.A Speed - BEST IN THE UK!!'
idealpills,0.060539,Drugs,Pharmacy,Sleep,'350x Ambien 10 MG Pills (Loose)'
dutchdopemasters,0.025392,Drugs,Psychedelics,LSD,'50X 160ug rocket LSD Blotters Acid's'
md,0.99144,Drugs,Psychedelics,LSD,'LSD - Lightbringer [80mcg] - 10000 tabs'
bathramme,0.00627,Drugs,Pharmacy,Benzos,'XANAX (ALPRAZOLAM) 0.5 MG x 50 by PFIZER'
kingofthetrill,0.007122,Drugs,Opiates,Fentanyl,'$60.00 SALE! 40 milligrams, FENTANYL Nasal Spray FULL ESCROW'
rosmalen,0.022057,Drugs,Cannabis,Hash,'50 gr Mazar i sharif hash'
cbdqueenuk,0.0,Drugs,Cannabis,Weed,'14g of Cali Stardawg '
hollanpetters,0.003239,Other products,Self-defence,Guns and ammo,'1000 rds. .223 PMC FMJ-BT Ammunition'
yeticoolers,0.00064,,Other products,Digital items,'Sling TV Account [LIFETIME + FREEBIES]'
thewizard,0.089232,Drugs,Opiates,Buprenorphine,'100x Suboxone 8mg/2mg Buprenorphine/Naloxone Strip SALE'
drugscafe,0.013812,Drugs,Cannabis,Weed,'14 g Super Lemon Haze indoor - AAA Grade'
houseofdrugs,0.004359,Drugs,Psychedelics,LSD,'4 LSD Blotters 170~180μg'
dutchdreams,0.006541,Drugs,Cannabis,Weed,'ICE  5  GRAM freeshipping'
dutchcandyshop,0.044875,Drugs,Cannabis,Hash,'200G ★★ MAROC COMMERCE HASH ★★ AAA+ High Quality'
cbdqueenuk,0.0,Drugs,Cannabis,Weed,'7g Trainwreck '
qzfwrty,0.019259,Drugs,Opiates,Codeine,'Actavis Promethazine with Codeine purple cough syrup 16 oz, 32 oz'
fasterndsaffer,0.029851,,Drugs,Opiates,'5 X Opana 40 MG ( CRUSHABES) Oxymorp ER G74 $55 per'
canadianpharmacy,0.006596,,Drugs,Pharmacy,'[US-US] 30 tabs x BAYER BRAND LEVITRA 100mg (vardenafil) STRONG!!'
savula,0.038518,Drugs,Cannabis,Weed,'20 gr. Pure Power Plant AAA+++'
underground-drugs,0.005547,Drugs,Stimulants,2-FMA / 4-FA,'5 gr. 4FA 4FMP Pure Crystals'
doktorgreen,0.056691,Drugs,Cannabis,Weed,'50g Enemy of the State Worldclass Medical Cannabis AAA++'
cbdqueenuk,0.0,Drugs,Empathogens,MDA / MDAI,'28g MDA 98.2% pure '
mushroomgirl,0.023719,Drugs,Psychedelics,Mushrooms,'New Seller Special!! 2 Ounces (60 Grams) Shrooms $220'
jefe1392,0.057387,Drugs,Pharmacy,Benzos,' NEW xanax gg249 1000 pcs 2.0mg benzo Alprazolam '
diilahfin,0.256972,Other products,Self-defence,Guns and ammo,'Sigsauer 9mm pistooli'
narcos87,0.0059,Drugs,Cannabis,Hash,'10g Pakistani Soft // Dior // Good Hash A+ (Free Shipping)'
cerberus,0.009479,Other products,Classifieds,Replicas,'Balenciaga Runners Black/Purple EU 38 UK 5 '
mail-drugs,0.003485,Drugs,Empathogens,Ecstasy,'5 x XTC HEINEKEN 200 MG Pills'
ganja-base,0.037438,Drugs,Psychedelics,LSD,'100 x 250ug High purity 99.9% LSD (happy Bears)'
qzfwrty,0.002568,Drugs,Empathogens,Ecstasy,'!!!***  140mg (MDMA) 84% PURITY AAA+ HIGH QUALITY !!###'
wooody,0.001043,Other products,Digital items,Erotica,'TukTukPatrol.com - [LIFETIME PORN PREMIUM ACCOUNT]'
cerberus,0.001954,Other products,Classifieds,Replicas,'under armour hoodie #6'
yeticoolers,0.00064,,Other products,Digital items,'MyGF Account [LIFETIME + FREEBIES]'
highend-dope,0.0972,Drugs,Cannabis,Hash,'112 g Caramella, superb example, fresh stock '
tokeys_fire,0.015606,Drugs,Cannabis,Weed,'1 ounce OG Kush high quality outdoor from humbolt'
RROR
pharmroids,0.010647,Other products,Body building,Other injectables,'Parabolan | 10ml vial (100 mg/ml) - BodyPharm'
drugs-evil,0.009681,Drugs,Stimulants,Cocaine,'  1 GR PERU/BOLIVIA COCAINE VERY STRONG 92%'
the_therapeutic,0.0,Drugs,Cannabis,Concentrates,'canna oil'
steroidwarehouse,0.010012,Other products,Body building,Oral,'Turinabol - 120 tb/10 mg - Bioniche Pharma'
donaldo,0.002194,Drugs,Opiates,Buprenorphine,'1 x Suboxone Strip 8mg/2mg Buprenorphine/Naloxone'
theshop,0.000208,Other products,Digital items,Other digital,'CBS PREMIUM ACCOUNT [LIFETIME+FREEBIE] '
peters-garden,0.035528,Drugs,Stimulants,Metamphetamine,'5 gr CRYSTAL METH &quot;FIRE &amp; ICE&quot; DEX-METH PREMIUM'
cerberus,0.044479,Other products,Classifieds,Replicas,'Rolex 2017 Rose Gold Day-Date RRP £22200 '
pur-sang,0.005002,Drugs,Pharmacy,Muscle relaxants,'Sirdalud Retard 6mg 2X10kpl'
misterpills,0.00419,Drugs,Empathogens,MDMA,'100 x XTC Blue Punisher 250 MG = US $40'
mail-drugs,0.020252,Drugs,Cannabis,Weed,'20 gr. Super lemon haze weed AAA+'
qualityhydrobuds,0.00476,Drugs,Cannabis,Weed,'707 TRUTHBAND FEMINIZED Seeds x 5'
theshop,0.001046,Other products,Digital items,Other digital,'★PORN ACCOUNT★ HENTAIKEY – Lifetime'
dutchdopemasters,0.007438,Drugs,Empathogens,Ecstasy,'15x 260mg MDMA Nespresso Xtc Pills'
chemicalstore,0.009288,Drugs,Psychedelics,5-MeO-MiPT,'1 gr.  5-MeO-MiPT Purified Potent Tryptamin'
hollanpetters,0.070518,Other products,Self-defence,Guns and ammo,'Smith and Wesson 4536, with original box and papers'
rocketship1,0.168201,Drugs,Cannabis,Weed,'8 Ounces Critical Jack Top Shelf Hydro 1/2lb'
dutch-quality,0.020928,Drugs,Stimulants,Amphetamine,'100 gr. high quality AMPHETAMINE SPEED PASTE 78 %'
hollanpetters,0.108982,Other products,Self-defence,Guns and ammo,'FN FAL with extras'
michaels,0.028987,,Drugs,Opiates,'TARJOUS Durogesic SUOMALAINEN 75 microg/h 72h KUNNON FENTTISTÄ'
lsd-shop,0.083724,Drugs,Cannabis,Hash,'250G ⒽⒶⓈⒽ AFGHANI'
freedom35,0.004703,Other products,Services,Money,'5 x Twenty Pound Counterfeit Note £20 NOTES GBP £100 pounds FAKE'
drugs-evil,0.135538,Drugs,Stimulants,Cocaine,'25 GR PERU/BOLIVIA COCAINE VERY STRONG 92%'
eztkapdel,0.004257,Drugs,Pharmacy,Benzos,'25 x Roche Rivotril  2mg Clonazepam FREE SAMPLES'
egregore,0.015728,Drugs,Pharmacy,Benzos,'★Galenika Flormidal (Midazolam) ☛ 100 x 15 mg ☚ BEST PRICE ★'
11yliopistonapteekki11,0.008667,Drugs,Empathogens,Ecstasy,'5 kpl Keltainen UPS 200 mg 12.5 € / kpl'
cristophercolumb,0.005778,Drugs,Empathogens,Ecstasy,'❤️ 5kpl MDMA Ekstaasitabletti ★ ILMAISEKSI TOIMITUS ❤️'
holloboss,0.026167,Other products,Services,Money,'Quality Dollar Notes 10* $100=1000'
amsterdaminc,0.003131,Drugs,Empathogens,MDMA,'Champagne MDMA 84%+, 5 Grams FE '
ragstoriches1,0.017223,Drugs,Stimulants,Metamphetamine,'❤ 3.5g ICE | crystal METH ★ HQ ❤'
drugs-evil,0.005163,Drugs,Cannabis,Hash,'5 GR HASH DU MAROC COMERS A+'
appleinc,0.017744,,Drugs,Stimulants,'Modalert Modafinil 200mg - 200x'
spain-flowers,0.00859,Drugs,Cannabis,Hash,'10 gr. First Class SUPER Blonde Pollen Hash A+++'
multi-store,0.018719,Drugs,Cannabis,Weed,'20 gr. finest BUBBLEGUM Weed indoor'
greensails,0.139389,Drugs,Cannabis,Weed,'AAA grade 1/2lb (226g) Cannabis'
frontstreet,0.022053,Drugs,Cannabis,Hash,'50 gr. HIGH QUALITY MOROCCO HASH'
hillii,0.010902,Drugs,Stimulants,Amphetamine,'ERITTÄIN VAHVA AMFETAMIINI 80€/2g'
drugs-evil,0.021944,Drugs,Cannabis,Hash,'50 GR HASH DU MAROC COMERS A+'
theshop,0.000208,Other products,Digital items,Ebooks,'♕ CC Cashout Using Western Union ♕'
bmg1,0.008064,Drugs,Cannabis,Weed,'Assorted  SHAKE 14g (1/2OUNCE)'
ibank,0.003225,,Other products,Services,'HOW TO SETUP AND CASHOUT ECOMMERCE STORE'
homeofdrugs,0.07601,Drugs,Empathogens,Ecstasy,'200 x 220mg Redbull XTC pills'
var462,0.000209,,Other products,Digital items,'★ Grow Your Own [ELITE] High Quality Marijuana, 750 Pages Guide!!'
cerberus,0.011302,Other products,Classifieds,Replicas,'Moncler Camo Green '
hollanpetters,0.156731,Other products,Self-defence,Guns and ammo,'AK-47 SuperKit 7.62x39, RAS47 Century Arms AK47'
poison-store,0.002821,Drugs,Cannabis,Weed,'2 gr. White Widow Weed Dutch Quality indoor'
dionysos,0.00577,Drugs,Psychedelics,Mushrooms,'5 g magic mushroom powder (GT)'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Hacking Ebooks Collection'
qzfwrty,0.002568,Drugs,Pharmacy,Benzos,'Raw Alprazolam (Xanax)  Powder 99% Purity'
leftcoast,0.007314,Drugs,Stimulants,Metamphetamine,'1.75 g HQ Crystal Methamphetamine Shards,Express Available'
RROR
thevedor,0.042181,Drugs,Opiates,Heroin,'Afgan Heroin #3 - 7g '
backwoods_walmart,0.029851,Drugs,Psychedelics,LSD,'100 hits of LSD 110-120 ug (best lsd on the darkweb)'
theshop,0.000208,Other products,Services,Money,'♕ Apple Carding Method ♕'
wendy,0.001044,Other products,Digital items,Other digital,'Tiny4k - [PORN LIFETIME ACCOUNT]'
noogz,0.011283,Drugs,Empathogens,Ecstasy,'50x Chupa Chups Ecstasy mdma pill 120+ MG'
bestherbs,0.070303,Drugs,Cannabis,Weed,'100g Medical AK-47'
dreamweaver,0.010792,Drugs,Cannabis,Weed,'7g Super Silver Haze / VERY STRONG / Best Customer Service!'
dutchstore,0.032529,Drugs,Cannabis,Hash,'50 gr Double Zero Hash AAA+'
sissikasvattajat,0.001673,Drugs,Psychedelics,Mushrooms,'Sienet 1g, psilocybe cubensis &quot;Z-Strain&quot; n.12 €/g'
wooody,0.001042,,Other products,Services,'VideoSZ.com - [LIFETIME PORN PREMIUM ACCOUNT]'
kvalitetsroyk123,0.201081,Drugs,Empathogens,MDMA,'50g med MDMA SUPER COMEBACK TILBUD. kun 2 stk'
highadventure,0.012569,Drugs,Psychedelics,Mushrooms,'1 Ounce Sacred *Magic Mushrooms* Cubensis '
noogz,0.013211,Drugs,Psychedelics,LSD,'50* REAL LSD 100UG Blotters '
wigglygene,0.053904,,Drugs,Cannabis,'4oz Lemon Haze Greenhouse AAA+ QUARTER POUND'
pharmroids,0.006157,Other products,Body building,Oral,'Strombafort/Winstrol 50 | 60 tabs (50mg/tab) - Balkan'
egregore,0.067336,Drugs,Pharmacy,Benzos,'★ Roche Rivotril (Clonazepam) 1000 * 2 mg ☚ BEST PRICE ★'
odinshop,0.060059,Drugs,Depressants,GHB / GBL,'Norsk GHB 10dl kampanje'
spotmebro,0.993554,Drugs,Pharmacy,Benzos,'30,000x Actavis R039 2mg Xanax (Yellow School Bus)'
cerberus,0.003646,Other products,Classifieds,Replicas,'Alien Thierry Mugler 90ml '
var462,0.000209,Other products,Digital items,Other digital,'Top Quality Guide on How To Make Magic Shrooms'
ragstoriches1,0.027139,Drugs,Psychedelics,LSD,'❤ 50x LSD-25 ★ ORIGINAL ★ 160ug ❤'
bookface,0.009042,Drugs,Stimulants,Amphetamine,'2G★Purified★Speed★BOGOF'
dope-mail-service,0.004744,Drugs,Opiates,Heroin,'0,5 gr. Afghan Heroin high quality! '
appleinc,0.004488,Drugs,Pharmacy,Benzos,'25 x 1mg Etizolam Pills Best Quality'
dutchdream,0.004174,,Other products,Services,'WORLDWIDE MIDDLEMAN VERIFIED PAYPAL ACCOUNTS!! PERFECT'
bmg1,0.005215,Drugs,Cannabis,Weed,'BLUE DREAM  PREROLL 5 PCS'
theonlinesource,0.001043,Other products,Digital items,Erotica,'BF COLLECTION HARDCORE GAY PORN ACCOUNT (warranty+freebies)'
bodega,0.002916,Drugs,Stimulants,Cocaine,'1 gram crack cocaine'
fatfreddyscat,0.002333,Drugs,Cannabis,Edibles,'Fat Freddy's Gummy Catz!'
kerets,0.125106,Drugs,Opiates,Buprenorphine,'Buprenorphine / Subutex 8mg x 15 boxs (105 Tablets)'
rocketship1,0.0583,Drugs,Opiates,Oxycodone,'20x Roxy 30mg Oxycodone SALE'
theshop,0.000312,Other products,Digital items,Other digital,'♕ Amazon Master Guide (with video!!) ♕'
underground-drugs,0.006841,Drugs,Cannabis,Hash,'5 Gr.Super Hiya Hash AAA+'
doctordrug,0.001865,Drugs,Pharmacy,Erectile dysfunction,'Viagra generic 100mg x 10 Sildenafil citrate'
german-stuff,0.040644,Drugs,Empathogens,Ecstasy,'100 x Green trippvissor 265mg Pills'
appleinc,0.020354,,Drugs,Pharmacy,'Armodafinil (Waklert) 150mg - 200x'
moneylord12,0.039758,Other products,Services,Money,'20X 50 EUROS BILLS QUALITY COUNTERFEIT 1000 EUROS'
spain-flowers,0.029282,Drugs,Cannabis,Hash,'50 gr. Blond pollum HASH HQ'
wendy,0.001044,Other products,Digital items,Erotica,'RealSexPass.com – [PORN LIFETIME ACCOUNT]'
dr-whit3,0.005219,Other products,Digital items,Other digital,'custom listing pp'
kimera,0.001044,Other products,Digital items,Other digital,'Paypal account worldwide verified + transactions + middleman'
theshop,0.000104,Other products,Digital items,Other digital,'★ PANDORA PREMIUM ACCOUNT [LIFETIME+FREEBIE] ★'
chemicalstore,0.029282,Drugs,Dissociatives,Ketamine,'10 gr. Ketamine Crystal S-Isomer 87% '
kuliacan,0.008505,,Drugs,Cannabis,' 9G Leela (1G = 7.10€)'
chem-bros,0.03624,Drugs,Psychedelics,Mushrooms,'14g PSILOCYBE SUBAERUGINOSA ! The strongest shrooms on Earth'
moon-light,0.025905,Drugs,Psychedelics,LSD,'50 x Looney Tunes 220 ug white crystal perfect clean LSD'
layjungle,0.000768,Drugs,Pharmacy,Erectile dysfunction,'Viagra 100 mg 4 tablets-Kamagra 100::Limited time only Promotion:'
theshop,0.000312,Other products,Services,Money,'★ MAKE $350+/DAY || BUSTAMILL V2.3 ★'
stealthydrugs,0.006035,Drugs,Cannabis,Weed,'5 gr Honey Bear Weed Indoor'
theshop,0.000522,,Other products,Digital items,'★ SLING TV PREMIUM ACCOUNT [LIFETIME+FREEBIE] ★'
hogstandard,0.020546,Drugs,Cannabis,Hash,'10g Skywalker OG Hasj'
simon-labond,3.035371,Drugs,Pharmacy,Benzos,'1 Kilogram Alprazolam Powder (1000g) 99.9% Pure Sale Price!'
wooody,0.001042,,Other products,Services,'CastingCouch-X.com - [LIFETIME PORN PREMIUM ACCOUNT]'
theshop,0.000208,,Other products,Services,'♕ GOOGLE PLAY CARDING METHODS ♕'
nordic,0.007482,Drugs,Stimulants,Cocaine,'kokainii 85%+ 0.5g/55'
royal-drugs,0.076544,Drugs,Stimulants,Crack,'14 gr. uncut Raw Crack Cocaine Freebase'
drugs-evil,2.194419,Drugs,Stimulants,Cocaine,'500 GR PERU/BOLIVIA COCAINE VERY STRONG 92%'
hackyboy,0.016718,Other products,Services,Money,'Hacked Sutrust Bank Accounts $9K Balance + Cashout guide'
nextgeneration,0.005218,Drugs,Cannabis,Weed,'***Super Silver Haze Smallbuds/Leftoffs 7g FREE UK NDD'
party-hits,0.042339,Drugs,Cannabis,Weed,'50 gr. Blueberry Weed indoor AAA+'
dreamdoc,0.130374,Other products,Services,Money,'Super Best Quality counterfeit Notes 250x$20= $5000 Promotion!!'
expressdude,0.03808,Drugs,Psychedelics,LSD,'100 x 150-200ug High Quality LSD happy trippin'
canadiansteroids,0.004175,Other products,Body building,Anabolic steroids,' Anavar 10mg 100 caps (USA TO USA)--------- IF LOCATED IN CANADA '
rocketship,0.07405,Drugs,Empathogens,Ecstasy,'100x Ikea Pills - Ecstasy 200-220mg MDMA'
theshop,0.000208,Other products,Services,Money,'♕ GOOGLE PLAY CARDING METHODS ♕'
theshop,0.001043,Other products,Digital items,Guides and tutorials,'♕ CC CASHOUT GUIDE v3.0 [+ BONUS!] ♕'
media-base,0.029115,Drugs,Cannabis,Weed,'50 gr. Pure Power Plant- (Hybrid/Indoor)'
hollanpetters,0.125686,Other products,Self-defence,Guns and ammo,'S&amp;W M&amp;P -9 SHIELD WITH &quot;SNAKE EYE&quot; SIGHTS AND TWO MAGAZINES'
thedutchfarmacy,0.001807,Drugs,Opiates,Morphine,'!! Sample Order !! 3x Morfine (morphine) 60mg (CF) '
hollanpetters,0.0768,Other products,Self-defence,Guns and ammo,'GLOCK 19 GEN4 9MM FINISHED IN ALL FDE'
cbdqueenuk,0.0,Drugs,Pharmacy,Benzos,'250 x 2mg Pfizer x/2 Xanax (Alprazolam) bars'
stuff-highway,0.005385,Drugs,Stimulants,Cocaine,'0.5 gr PURE QUALITY COLOMBIAN COCAIN'
simon-labond,0.208289,Drugs,Empathogens,Ecstasy,'200x 200mg Orange Hearts Domestic USA!'
lsd-shop,0.003193,Drugs,Cannabis,Hash,'5G ⒽⒶⓈⒽ EGYPTIAN'
wendy,0.001044,Other products,Digital items,Erotica,'Suze.net [PORN LIFETIME ACCOUNT]'
dreamweaver,0.007291,Drugs,Cannabis,Weed,'5g Lemon Haze | NDD/UK / Best Customer Service'
theshop,0.000208,Other products,Digital items,Ebooks,'♕ eBay Millionaire Secrets ♕'
huskystains,0.008087,Drugs,Opiates,Buprenorphine,'Subutex 8 &gt;&gt;&gt; 5 Tabs'
rocketship1,0.33567,Drugs,Cannabis,Weed,'One Pound Top Shelf CBD Indoor - 16 Ounces SALE'
zeroducks2016,0.026167,Other products,Services,Money,'100x $20 Counterrfeit '
idealpills,0.091855,Drugs,Pharmacy,Benzos,'600x Xanax 2 MG Pills (Loose)'
wizardofozs,0.001456,Drugs,Cannabis,Weed,'Lemon Kush *Super Special* $7.50/G '
pachoherrera,0.002065,Drugs,Empathogens,Ecstasy,'☆ 5 GREEN 2K XTC PILLS 260MG NEW BATCH ☆'
theanchor,0.0091,Drugs,Cannabis,Hash,'5gm Indian Traditional Malana Charas/Hash'
kvalitetsroyk123,0.006657,Drugs,Empathogens,MDMA,'SUPERTILBUD 1g med MDMA'
idealpills,0.060539,Drugs,Pharmacy,Sleep,'525x Ativan 2 MG Pills (Loose)'
hollanpetters,0.115392,Other products,Self-defence,Guns and ammo,'Kel-Tec KSG'
cerberus,0.003937,Other products,Body building,Anabolic steroids,'Cerberus Pharma Clenbuterol 40mcg x 50 tablets'
silverapples,0.000522,,Other products,Digital items,'Crack wifi tools package wpa hack 2016 ed.'
theshop,0.001042,Other products,Digital items,Other digital,'♕ Paypal and CVV Cashout 2017 ♕ '
mustajaska,0.0086,Other products,Body building,Anabolic steroids,'ENANTHAL-250 (Malaytiger) 10x1ml'
vaiue-iucid,0.013167,Drugs,Empathogens,Ecstasy,'25 x XTC Pokemon Pikachu MDMA 210mg'
dutchdream,0.000641,Other products,Digital items,Guides and tutorials,'Overnight Money Making Machine!'
idealpills,0.080373,Drugs,Pharmacy,Benzos,'650x Rivotril 2 MG Pills (Loose)'
diilahfin,0.004746,Drugs,Pharmacy,Benzos,'Diapam 10mg 10kpl ★SUOMIAPTEEKKI★'
suomipotenssi,0.00295,Drugs,Cannabis,Weed,'★ AK-48 ★ 1g.'
egregore,0.011295,Drugs,Pharmacy,Benzos,'★ Pfizer Xanax ☛ 200 x 0,5 mg ☚ BEST PRICE ★'
amsterdamtouk,0.039685,Drugs,Cannabis,Weed,'28g Amnesia Haze AAAA+ Amsterdam Free Delivery'
noogz,0.269729,Drugs,Psychedelics,LSD,'3000* REAL LSD 200 UG South Park'
citra-world,0.042054,,Drugs,Psychedelics,'500mg 4-AcO-MET'
australianice,0.028816,Drugs,Empathogens,MDMA,'3.5g Australian MDMA/Molly , Free Express Shipping + MBB'
bentso-team,0.00295,Drugs,Pharmacy,Sleep,'Zopinox 7,5mg/5kpl'
wirex-card,0.070799,Drugs,Empathogens,Ecstasy,'200 x GoPro 225mg ( Purple edition ) '
faceless,0.006413,Other products,Mushroom growing,Mycelium,'Custom mycelium'
herbamedicus2,0.010269,Other products,Body building,Anabolic steroids,'Bioniche Trena-Med A 100mg'
theshop,0.000208,Other products,Services,Money,'♕ Secrets To Earn $1000 a Month ♕'
ukgreenthumb,0.002582,Drugs,Stimulants,Cocaine,'0.5 G SAMPLE PURE FLAKEY COCAINE '
bcdreamer,0.034794,Drugs,Cannabis,Weed,'56 gr. Blue Dream AAAA+ indoor'
biosphere,0.103212,Drugs,Opiates,Buprenorphine,'FE SUBUTEX 8 mg. 12 plaquettes (84 pills )'
dreamdoc,0.038725,Other products,Services,Money,'Super Best Quality counterfeit Euro Bills 20x€50= €1000 Promo!!'
superweedsonic,0.00321,Drugs,Pharmacy,Benzos,'RIVOTRIL (clonazepam) 2mgx25 pills ROCHE - 1 EUR/PILL'
amsterdamtouk,0.014845,Drugs,Empathogens,Ecstasy,'50 Domino XTC Pill 220mg Dutch Imported NDD'
RROR
theshop,0.000522,Other products,Digital items,Other digital,'★PORN ACCOUNT★ FAKEHUB - Lifetime'
homodeiii,0.000385,Other products,Digital items,Ebooks,'★The Hackers Underground Handbook★'
nextgeneration,0.02355,Drugs,Stimulants,Metamphetamine,'Uncut Pure Speed 56g NOT PASTE FREE UK NDD'
marksandspencer,0.018679,Drugs,Empathogens,Ecstasy,'50 x 200mg Orange Lady Bug XTC pills '
score-drugs,0.002568,Drugs,Cannabis,Hash,'2 g Pollen Hash Amsterdam Import sample'
goingpostai,0.01826,Drugs,Psychedelics,LSD,'50 HITS LSD (GFD Fluff on Blotter)'
the_therapeutic,0.016694,Drugs,Opiates,Heroin,'Heroin #4 x1G FE listing'
qzfwrty,0.03595,Drugs,Empathogens,MDMA,' Pure Powerfull MDMA Crystals 35gr !!'
cerberus,0.014437,Other products,Classifieds,Replicas,'Moncler ladies long coat Size 2'
chemicai_usa,0.094201,Drugs,Opiates,Fentanyl,'1G Fentanyl 99.5%'
odinshop,0.040243,Drugs,Depressants,GHB / GBL,'GHB 3dl'
noogz,0.017052,Drugs,Psychedelics,2C-x,'100x 2CB, 20MG, Blue plus-minus'
giantgrill,0.011168,Drugs,Cannabis,Weed,'7Gram Pineapple Express'
thehonestcocainecompany,0.026122,Drugs,Stimulants,Cocaine,'10/10 ★★ 7G ★ PURE QUALITY PERUVIAN COCAINE ★ UK TO UK ★ FAST'
bmg1,0.002606,Other products,Services,n/a,'*****BMG SHIPPING FEE difference of  $24.97*****'
RROR
lieferando,0.076956,Drugs,Cannabis,Hash,'100g Gelber / Yellow Libanese HQ HASH  A+++'
moneylord12,0.022961,,Other products,Classifieds,'10X50 EUROS  TEST  ORDER FOR ALL COUNTERFEIT  500 EUROS '
